#name, A, B, C, D, E, F
NODE_0001417, 8.916545924592747e-11, 2.0586797639988682e-05, 1.3523450595209225e-09, 0.9999793873105862, 6.95702694678621e-10, 2.375456065044684e-08
NODE_0001796, 8.889540806698988e-11, 1.9273003119086278e-05, 1.3484080400073975e-09, 0.9999807012740589, 6.93921732156167e-10, 2.35915966625228e-08
W730/2010/USA/CA/Sacramento/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
W150/2012/USA/CA/Losangeles/WN02/unknown/bird, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001798, 8.889540806698988e-11, 1.9273003119086278e-05, 1.3484080400073975e-09, 0.9999807012740589, 6.93921732156167e-10, 2.35915966625228e-08
W137/2010/USA/CA/Placer/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
W728/2010/USA/CA/Sacramento/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001421, 8.917954739658427e-11, 2.0684202082843722e-05, 1.352406349690598e-09, 0.9999792899046175, 6.957399168882839e-10, 2.3755973904915075e-08
NODE_0001659, 8.917248265506484e-11, 2.0635299972949036e-05, 1.3523756255115207e-09, 0.999979338807491, 6.957212547638698e-10, 2.3755266577811782e-08
NODE_0001662, 8.889565373940171e-11, 1.9274602176209737e-05, 1.3484089839325042e-09, 0.9999806996749925, 6.939223422826418e-10, 2.3591604382989405e-08
W631/2004/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
KR349015/2004/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001424, 8.903569372632077e-11, 1.9954948742329753e-05, 1.3503984162614534e-09, 0.9999800192435281, 6.948258074011516e-10, 2.3673469624579732e-08
W122/2006/USA/CA/Butte/WN02/unknown/bird, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001425, 8.903580663866094e-11, 1.9955708446212364e-05, 1.3503988501920987e-09, 0.9999800184838198, 6.948260877694014e-10, 2.3673473246238008e-08
W641/2005/USA/CA/Yolo/WN02/unknown/mosquito, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001663, 8.917581716227556e-11, 2.0658369095956375e-05, 1.35239023228119e-09, 0.9999793157379937, 6.957300967676511e-10, 2.3755614183162852e-08
NODE_0001019, 8.917569180894963e-11, 2.065749661457899e-05, 1.352389750486088e-09, 0.9999793166104799, 6.95729785507981e-10, 2.3755610235056003e-08
NODE_0001428, 8.903221985340547e-11, 1.993169307691212e-05, 1.3503832747561243e-09, 0.9999800424995722, 6.948166174582501e-10, 2.3673118789228233e-08
W800/2006/USA/CA/Sacramento/WN02/unknown/bird, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001669, 8.889206971477402e-11, 1.92514051896149e-05, 1.3483934289732791e-09, 0.9999807228723608, 6.939128808349693e-10, 2.3591251272249958e-08
W802/2007/USA/CA/Yolo/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
KR349018/2007/USA/CA/Shasta/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001664, 8.903556318762514e-11, 1.9954069208333328e-05, 1.350397914268987e-09, 0.9999800201230671, 6.948254830645196e-10, 2.3673465549966822e-08
W654/2007/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001665, 8.902863530893716e-11, 1.9907738299912706e-05, 1.3503677168858306e-09, 0.999980066454732, 6.94807156548797e-10, 2.3672764598882443e-08
W661/2008/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001666, 8.889194832880523e-11, 1.9250615432617547e-05, 1.3483929622274686e-09, 0.9999807236621224, 6.939125792215944e-10, 2.3591247440613356e-08
W299/2008/USA/CA/Kern/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
W812/2008/USA/CA/Sacramento/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001670, 8.903580626321149e-11, 1.995570591288112e-05, 1.350398848836855e-09, 0.9999800184863531, 6.948260868594768e-10, 2.3673473266926136e-08
W801/2006/USA/CA/Sacramento/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001671, 8.90356834345876e-11, 1.9954874435006807e-05, 1.350398442564118e-09, 0.9999800193178269, 6.948258025370974e-10, 2.3673478212647148e-08
W807/2007/USA/CA/Sacramento/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001672, 8.917360110476544e-11, 2.063312048014767e-05, 1.3524313493900561e-09, 0.9999793409842803, 6.957438631974486e-10, 2.375789062490197e-08
NODE_0001675, 9.220615286516471e-11, 1.996525044560484e-05, 1.397904088294844e-09, 0.9999800080863761, 7.19432464892065e-10, 2.445363567710622e-08
W658/2008/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W729/2010/USA/CA/Sacramento/WN02/unknown/bird, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001438, 8.903209708759957e-11, 1.9930862963546156e-05, 1.3503828687783545e-09, 0.9999800433296814, 6.948163332987161e-10, 2.367312376581557e-08
W656/2008/USA/CA/Sacramento/WN02/unknown/mosquito, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001674, 8.889206550973268e-11, 1.9251377821887748e-05, 1.348393412961617e-09, 0.9999807228997285, 6.9391287042694e-10, 2.359125119731198e-08
W130/2008/USA/CA/Contra_Costa/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W660/2008/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001442, 8.903965221977776e-11, 1.998147754933052e-05, 1.3504154097249335e-09, 0.9999799927143239, 6.948361961716244e-10, 2.3673835555730986e-08
W630/2004/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001446, 8.917965782487616e-11, 2.0684971040545783e-05, 1.3524067740680966e-09, 0.9999792891356555, 6.957401910166696e-10, 2.375597747326121e-08
NODE_0001678, 8.917929915692861e-11, 2.0682472338869622e-05, 1.3524053956214916e-09, 0.9999792916343712, 6.957393005226846e-10, 2.3755966073417567e-08
NODE_0001679, 8.90324658202017e-11, 1.993334784162293e-05, 1.350384219468838e-09, 0.999980040844798, 6.9481722807663e-10, 2.367312650083882e-08
KJ501341/2005/USA/CA/Glenn/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001449, 8.889555587567525e-11, 1.9275021887527223e-05, 1.3484082990510962e-09, 0.9999806992552946, 6.939219652498162e-10, 2.359159213358236e-08
W126/2007/USA/CA/Fresno/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001681, 3.838018855297857e-14, 6.918702865241316e-07, 1.583940916785321e-12, 0.9999993080489143, 6.447852106072958e-13, 7.853200846260074e-11
W798/2006/USA/CA/Yolo/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W799/2006/USA/CA/Sacramento/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001453, 8.889238842385317e-11, 1.925177357032025e-05, 1.348392716859437e-09, 0.999980722503993, 6.939128231356282e-10, 2.359123869607276e-08
KR348998/2008/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001683, 8.888860435152535e-11, 1.9228989144589566e-05, 1.3483783193356267e-09, 0.999980745288783, 6.939037095899001e-10, 2.3590901673483368e-08
W651/2007/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W657/2008/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001685, 8.917246959219417e-11, 2.0635209186413696e-05, 1.3523755755591012e-09, 0.9999793388982782, 6.957212223973634e-10, 2.375526625241802e-08
NODE_0001456, 8.88956532796328e-11, 1.9274599183099037e-05, 1.3484089821745498e-09, 0.9999806996779855, 6.939223411430022e-10, 2.3591604371877722e-08
W791/2005/USA/CA/Sacramento/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W653/2007/USA/CA/Yolo/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001687, 8.903556741183176e-11, 1.9954098239379555e-05, 1.3503979307439773e-09, 0.9999800200940361, 6.94825493672167e-10, 2.3673465662585507e-08
KR349025/2007/USA/CA/Shasta/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001688, 8.903209208894753e-11, 1.9930851388160053e-05, 1.3503827930685723e-09, 0.9999800433412657, 6.948163042142297e-10, 2.3673115000264506e-08
KR349017/2007/USA/CA/Shasta/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001689, 8.903186094734217e-11, 1.9929296898372842e-05, 1.3503819042066316e-09, 0.9999800448957645, 6.948157300062215e-10, 2.3673107610667755e-08
KR349000/2008/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001690, 8.902850973167629e-11, 1.9906894694770614e-05, 1.3503672341588065e-09, 0.9999800672983419, 6.948068446298783e-10, 2.3672760654599383e-08
KR348917/2008/USA/CA/Contra_Costa/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001691, 8.889194405466848e-11, 1.9250587620083757e-05, 1.3483929458699025e-09, 0.9999807236899351, 6.939125686211817e-10, 2.35912473342744e-08
KR348916/2008/USA/CA/Contra_Costa/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
KJ501206/2008/USA/CA/Unknown/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001462, 8.917612218599547e-11, 2.0660491380414655e-05, 1.3523914045234648e-09, 0.9999793136156974, 6.957308540599744e-10, 2.3755623879946196e-08
NODE_0001464, 8.90356993139672e-11, 1.9954985739393552e-05, 1.3503984373059034e-09, 0.9999800192065309, 6.948258211081017e-10, 2.3673469757009168e-08
W784/2004/USA/CA/Sacramento/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001465, 8.903220794701247e-11, 1.9931630594049186e-05, 1.350383238590034e-09, 0.9999800425620553, 6.948165920300813e-10, 2.3673118691772127e-08
W792/2005/USA/CA/Yolo/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001468, 8.903515175009275e-11, 1.995129063930027e-05, 1.3503963285913215e-09, 0.9999800229016553, 6.948244621372317e-10, 2.367344948753924e-08
KR348994/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001469, 8.916423665149802e-11, 2.05519812923759e-05, 1.3523241826492448e-09, 0.999979422128363, 6.956943192315069e-10, 2.375316188682887e-08
W637/2005/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001472, 1.796603690943233e-10, 3.8172083869881126e-05, 2.687470694406672e-09, 0.9999617768012743, 1.3849323809229923e-09, 4.6862792338396016e-08
W124/2007/USA/CA/Butte/WN02/unknown/bird, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001652, 1.7938459600168362e-10, 3.6892677837548974e-05, 2.6835397274347382e-09, 0.9999630563749129, 1.3831492277218697e-09, 4.670117592478662e-08
KR349020/2011/USA/CA/Shasta/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
KJ501195/2011/USA/CA/Unknown/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001692, 8.904082231367104e-11, 1.9989261425174e-05, 1.3504209359550879e-09, 0.9999799849302663, 6.948394288131047e-10, 2.3674007374148948e-08
W120/2005/USA/CA/Stanislaus/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001475, 8.924505980230876e-11, 2.0936998025889224e-05, 1.353469035538092e-09, 0.9999790370631473, 6.962151511654264e-10, 2.37998975472667e-08
W369/2006/USA/CA/Kern/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001694, 2.3346818685639094e-10, 4.9439272871609706e-05, 3.4673674329703097e-09, 0.9999504948581609, 1.7880578598383858e-09, 6.038007415096525e-08
W696/2013/USA/CA/Yolo/WN02/unknown/mosquito, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001695, 8.910859634981858e-11, 2.02507582306129e-05, 1.3514915778410676e-09, 0.999979723387898, 6.95320010537562e-10, 2.3717951147106695e-08
W727/2010/USA/CA/Sacramento/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001696, 3.8505081706679327e-14, 7.437765602741976e-07, 1.5886657696786352e-12, 0.9999992561420851, 6.464879345711393e-13, 7.908108276687585e-11
NODE_0001088, 8.889264813308694e-11, 1.9253541205169645e-05, 1.348393693889914e-09, 0.9999807207363488, 6.939134573744791e-10, 2.359124628432662e-08
KR349003/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001715, 8.888861330573884e-11, 1.9229047421147472e-05, 1.3483783535690057e-09, 0.9999807452305063, 6.939037317829647e-10, 2.3590901894031015e-08
KJ501178/2011/USA/CA/Unknown/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
KR349002/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001103, 8.890305945844429e-11, 1.9322037671749725e-05, 1.3484387580937952e-09, 0.9999806522387595, 6.939408689265752e-10, 2.3592286146656038e-08
NODE_0001716, 3.831995732828096e-14, 6.683650804992911e-07, 1.5816080646911274e-12, 0.9999993315543952, 6.439472472258239e-13, 7.826042424580938e-11
KR349005/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
KR349006/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
KR349021/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001481, 8.916925080715915e-11, 2.0612970323595617e-05, 1.3523614119810253e-09, 0.9999793611375108, 6.957126671966433e-10, 2.375492228050621e-08
NODE_0001697, 8.889554063586365e-11, 1.927386599749892e-05, 1.3484085491924141e-09, 0.9999807004111756, 6.939220613474093e-10, 2.359160076390359e-08
W735/2011/USA/CA/Sacramento/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W687/2012/USA/CA/Yolo/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001483, 8.917937119747127e-11, 2.0682974436104136e-05, 1.3524056730390994e-09, 0.9999792911322708, 6.957394795511818e-10, 2.3755968511420597e-08
NODE_0001484, 8.903569228439579e-11, 1.995493778116456e-05, 1.3503984100789612e-09, 0.9999800192544895, 6.948258035386551e-10, 2.3673469573341005e-08
W680/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001486, 8.902863971127231e-11, 1.990776787860308e-05, 1.350367733731145e-09, 0.9999800664251531, 6.948071674637556e-10, 2.367276470848907e-08
W737/2011/USA/CA/Sacramento/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001701, 8.889194847866452e-11, 1.925061640778743e-05, 1.3483929628008994e-09, 0.9999807236611472, 6.939125795932437e-10, 2.3591247444245645e-08
W743/2012/USA/CA/Sacramento/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W746/2012/USA/CA/Sacramento/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001704, 8.918181046030675e-11, 2.0699858487695716e-05, 1.3524164516618343e-09, 0.9999792742479335, 6.957459776473147e-10, 2.3756234430246163e-08
NODE_0001489, 8.913726043016036e-11, 2.042798808862242e-05, 1.3519203969237928e-09, 0.9999795461388722, 6.955121393972403e-10, 2.3736469399704795e-08
W692/2013/USA/CA/Sacramento/WN02/unknown/mosquito, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001491, 1.6028134283297295e-10, 3.376572968064765e-05, 2.40523176372455e-09, 0.9999661885264624, 1.2391906089002534e-09, 4.19391533913731e-08
W166/2017/USA/CA/Riverside/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W206/2013/USA/CA/Kern/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001707, 8.91725575900139e-11, 2.063582050526692e-05, 1.3523759137195628e-09, 0.9999793382869556, 6.957214408459945e-10, 2.3755269082109564e-08
NODE_0001499, 8.889565637556972e-11, 1.9274619337464396e-05, 1.3484089940141811e-09, 0.9999806996578311, 6.939223488174365e-10, 2.3591604448840492e-08
W006/2013/USA/CA/San_Diego/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W057/2013/USA/CA/San_Diego/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001709, 8.903556664711642e-11, 1.9954093073865444e-05, 1.3503979278094128e-09, 0.9999800200992015, 6.94825491772614e-10, 2.3673465643207074e-08
W007/2013/USA/CA/San_Diego/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001710, 8.903197876648835e-11, 1.9930089238361693e-05, 1.3503823572334721e-09, 0.99998004410342, 6.948160226819908e-10, 2.3673111361040278e-08
W055/2013/USA/CA/San_Diego/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001502, 8.902851374765436e-11, 1.9906921677400473e-05, 1.3503672495265362e-09, 0.9999800672713592, 6.94806854587177e-10, 2.3672760754855638e-08
W059/2013/USA/CA/San_Diego/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001712, 8.889194419137497e-11, 1.925058850966499e-05, 1.3483929463930056e-09, 0.9999807236890456, 6.939125689602126e-10, 2.3591247337588795e-08
W087/2015/USA/CA/San_Diego/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W071/2014/USA/CA/San_Diego/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001718, 8.903279649045038e-11, 1.9933902847048137e-05, 1.3503835395111432e-09, 0.9999800402898056, 6.948171923260546e-10, 2.367311393407064e-08
NODE_0001507, 8.889208101826545e-11, 1.9251478042780775e-05, 1.3483934706272795e-09, 0.9999807227995072, 6.93912908371374e-10, 2.3591251499874105e-08
KR349001/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
KR349004/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001510, 8.903557455404206e-11, 1.995414565142631e-05, 1.3503979564883553e-09, 0.9999800200466238, 6.948255108915244e-10, 2.3673465787288175e-08
KR349026/2011/USA/CA/Sutter/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001512, 8.91722278181262e-11, 2.0633546598943493e-05, 1.35237465557995e-09, 0.9999793405608747, 6.957206261179305e-10, 2.3755258792884086e-08
NODE_0001723, 8.903555926005514e-11, 1.9954043393382497e-05, 1.3503978995780845e-09, 0.9999800201488823, 6.94825473471903e-10, 2.367346546022153e-08
W739/2011/USA/CA/Sacramento/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001515, 8.903209980788161e-11, 1.993090331075282e-05, 1.3503828226055664e-09, 0.9999800432893429, 6.948163233522392e-10, 2.367311519317802e-08
W734/2011/USA/CA/Sacramento/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001725, 8.903209581302227e-11, 1.993087643965943e-05, 1.3503828073196192e-09, 0.999980043316214, 6.948163134477668e-10, 2.3673115093463753e-08
W700/2014/USA/CA/Sacramento/WN02/unknown/mosquito, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001726, 8.903543798338038e-11, 1.9953227427332402e-05, 1.3503974336424037e-09, 0.9999800209648531, 6.948251723659601e-10, 2.3673461630312968e-08
W756/2014/USA/CA/Sacramento/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001727, 8.916876469582959e-11, 2.060961185939232e-05, 1.3523595547686066e-09, 0.9999793644959936, 6.957114647593873e-10, 2.375490725632227e-08
NODE_0001522, 8.88955236262551e-11, 1.9273755273423874e-05, 1.3484084841486352e-09, 0.9999807005219004, 6.939220191834809e-10, 2.3591600342834205e-08
W698/2014/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W757/2014/USA/CA/Sacramento/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001530, 8.903578700138832e-11, 1.9955562897106708e-05, 1.3503989625418325e-09, 0.999980018629344, 6.948260981259831e-10, 2.3673497855795856e-08
W699/2014/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001532, 8.904642972511674e-11, 1.999938539619577e-05, 1.3505895553127117e-09, 0.9999799747984252, 6.949100300555775e-10, 2.368163250624653e-08
W765/2015/USA/CA/Sacramento/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001541, 9.849030362624328e-11, 2.1940314633863563e-05, 1.4916899312935315e-09, 0.9999780311892891, 7.6763993280401e-10, 2.6138256978514253e-08
W782/2017/USA/CA/Yolo/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001732, 8.890638913976373e-11, 1.9317627051346978e-05, 1.348599905839782e-09, 0.9999806566416963, 6.94006496754799e-10, 2.359973956628004e-08
W715/2016/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W770/2016/USA/CA/Sacramento/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001543, 8.903568909162977e-11, 1.9954917581124627e-05, 1.3503983985544333e-09, 0.9999800192746896, 6.948257959211562e-10, 2.367346951035377e-08
W738/2011/USA/CA/Sacramento/WN02/unknown/Bird-crow, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001544, 8.90359310967932e-11, 1.9956545869204313e-05, 1.3503993282640214e-09, 0.999980017646392, 6.948263967476916e-10, 2.3673477154410063e-08
W679/2011/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001734, 8.917937357645991e-11, 2.0682991098223798e-05, 1.352405682093602e-09, 0.9999792911156086, 6.957394854430342e-10, 2.3755968539097902e-08
NODE_0001735, 8.917235475842969e-11, 2.063441080514231e-05, 1.352375134002162e-09, 0.9999793396966641, 6.957209372049952e-10, 2.3755262567843262e-08
NODE_0001738, 8.889564923638546e-11, 1.927457286153581e-05, 1.3484089667121118e-09, 0.9999806997043073, 6.939223311203027e-10, 2.3591604271401344e-08
W688/2012/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W689/2012/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001551, 8.903210287454505e-11, 1.993090690446367e-05, 1.3503828252522761e-09, 0.9999800432857494, 6.948163270000723e-10, 2.3673115066048473e-08
W157/2013/USA/CA/Shasta/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001737, 8.889206573164033e-11, 1.925137927056023e-05, 1.3483934137297535e-09, 0.99998072289828, 6.939128709564385e-10, 2.359125117299156e-08
W693/2013/USA/CA/Yolo/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W697/2013/USA/CA/Sacramento/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001553, 8.917855371399875e-11, 2.0677279097179486e-05, 1.3524020652774422e-09, 0.9999792968277055, 6.957373034110713e-10, 2.3755879410677266e-08
NODE_0001740, 8.889586636735173e-11, 1.927598617185586e-05, 1.3484098008887593e-09, 0.9999806982909886, 6.939228703374755e-10, 2.359161107130435e-08
W695/2013/USA/CA/Yolo/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
W204/2013/USA/CA/Lake/WN02/unknown/Mosquito-Culex, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0
NODE_0001741, 8.927587251540272e-11, 2.1148323229822504e-05, 1.3538510045573619e-09, 0.9999788257213438, 6.963911661413102e-10, 2.3815908318277133e-08
NODE_0001742, 1.565508177923932e-10, 3.306625915695905e-05, 2.350464245444575e-09, 0.9999668890314917, 1.2109065893887044e-09, 4.099142985318735e-08
W750/2013/USA/CA/Yolo/WN02/unknown/bird, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W237/2016/USA/CA/Madera/WN02/unknown/mosquito, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
NODE_0001558, 8.918549790089963e-11, 2.0725435703526903e-05, 1.3524323247482475e-09, 0.99997924867034, 6.957556653951732e-10, 2.3756582914987828e-08
NODE_0001573, 8.917280069746237e-11, 2.0637510074246305e-05, 1.3523768477484376e-09, 0.9999793365973773, 6.957220443423491e-10, 2.3755276742945755e-08
NODE_0001747, 8.889566493209878e-11, 1.9274675040294965e-05, 1.3484090267359367e-09, 0.999980699602128, 6.939223700278481e-10, 2.3591604661014834e-08
W742/2012/USA/CA/Sacramento/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
W744/2012/USA/CA/Sacramento/WN02/unknown/Bird-other, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0
