geo	value	lat	long	zone
zone	CO/FC/SE	38.7251776	-105.6077167	NA
zone	CO/FC/SW	38.7251776	-105.6077167	NA
zone	CO/LV/LV	38.7251776	-105.6077167	NA
zone	CO/Mesa	39.0589084	-108.565996	NA
zone	CO/Park	39.1089299	-105.7561639	NA
zone	CO/Weld	40.5632344	-104.4835287	NA
zone	COL/ANT/Medellin	5.87068345	-75.75809937	NA
zone	CT	41.6500201	-72.7342163	NA
zone	DC/District_Of_Columbia	38.912708	-77.009223	NA
zone	FL/Hillsborough	27.9184543	-82.3488057	NA
zone	FL/Indian_River	27.7567667	-81.4639835	NA
zone	FL/Palm_Beach	27.7567667	-81.4639835	NA
zone	FL/Seminole	28.7225829	-81.2353683	NA
zone	FL/Sumter	28.6689748	-82.076402	NA
zone	GA	32.3293809	-83.1137366	NA
zone	IA/Kossuth	43.1825351	-94.209098	NA
zone	IA/Unknown	41.9216734	-93.3122705	NA
zone	ID/Unknown	43.6447642	-114.0154071	NA
zone	IL/Cook	41.8197385	-87.756525	NA
zone	IL/Dupage	41.8603735	-88.0906873	NA
zone	IL/Unknown	40.0796606	-89.4337288	NA
zone	IL/Will	41.4194058	-87.9994754	NA
zone	IN/Hendricks	39.7565309	-86.5173641	NA
zone	ISR/D/Eilat	31.985288	34.808144	NA
zone	KS/Unknown	38.27312	-98.5821872	NA
zone	KY/Boone	37.5175837	-84.316601	NA
zone	KY/Unknown	37.5726028	-85.1551411	NA
zone	LA	30.8703881	-92.007126	NA
zone	MA/Unknown	42.3788774	-72.032366	NA
zone	MD	39.5162234	-76.9382069	NA
zone	MEX/BCN/Unknown	19.4326296	-99.1331785	NA
zone	MEX/CHH/Ciudad_Juarez	19.4326296	-99.1331785	NA
zone	MEX/SON/Unknown	19.4326296	-99.1331785	NA
zone	MEX/TAM/Unknown	19.4326296	-99.1331785	NA
zone	MI	39.7837304	-100.4458825	NA
zone	MN	45.9896587	-94.6113288	NA
zone	MO/Holt	40.0989571	-95.2134565	NA
zone	MO/Saint_Louis	38.7604815	-92.5617875	NA
zone	MO/Unknown	38.7604815	-92.5617875	NA
zone	MS/Adams	31.4904433	-91.3297733	NA
zone	MS/Unknown	32.9715645	-89.7348497	NA
zone	MT/Flathead	48.3840879	-113.972144	NA
zone	MT/Phillips	48.4777441	-113.5251043	NA
zone	MT/Sheridan	48.7625919	-104.5154683	NA
zone	MT/Unknown	47.3752671	-109.6387579	NA
zone	NC/Unknown	35.6729639	-79.0392919	NA
zone	ND/Burleigh	46.9498874	-100.5127667	NA
zone	ND/Grand_Forks	47.6201461	-100.540737	NA
zone	ND/Logan	46.4650338	-99.4501721	NA
zone	ND/Mclean	47.6002156	-101.1719782	NA
zone	ND/Morton	46.7244733	-101.1644543	NA
zone	ND/Mountrail	48.230321	-102.3603325	NA
zone	ND/Sargent	46.1101793	-97.6291809	NA
zone	ND/Stutsman	46.9596318	-98.9742609	NA
zone	NE/Douglas	41.2954112	-96.1415672	NA
zone	NE/Dundy	40.1849874	-101.6959427	NA
zone	NE/Knox	42.6206698	-97.8901445	NA
zone	NE/Unknown	41.7370229	-99.5873816	NA
zone	NH/Cheshire	42.9525022	-72.2834412	NA
zone	NH/Hillsborough	43.1470788	-71.94574348	NA
zone	NH/Rockingham	42.9966675	-71.1003143	NA
zone	NH/Strafford	43.3312505	-71.0399927	NA
zone	NJ/Bergen	40.7292686	-74.0656969	NA
zone	NJ/Mercer	40.2807177	-74.7033717	NA
zone	NJ/Middlesex	40.5734911	-74.494037	NA
zone	NJ/Ocean	40.8472234	-74.0322823	NA
zone	NJ/Union	40.6976019	-74.2632024	NA
zone	NJ/Unknown	40.0757384	-74.4041622	NA
zone	NM/Bernalillo	35.0349239	-106.6870693	NA
zone	NM/Dona_Ana	34.5708167	-105.993007	NA
zone	NM/Socorro	34.0572858	-106.8930799	NA
zone	NM/Unknown	34.5708167	-105.993007	NA
zone	NV/Churchill	39.6136309	-118.4191948	NA
zone	NV/Pershing	40.3913722	-118.4778996	NA
zone	NV/Unknown	39.5158825	-116.8537227	NA
zone	NY	43.1561681	-75.8449946	NA
zone	OH	40.2253569	-82.6881395	NA
zone	OK/Payne	36.0721527	-96.9456522	NA
zone	OK/Unknown	34.9550817	-97.2684063	NA
zone	OR/Benton	42.474695	-121.383188	NA
zone	OR/Jackson	45.40871195	-122.7235481	NA
zone	OR/Josephine	42.4689439	-121.3873089	NA
zone	OR/Klamath	44.1630023	-120.8157924	NA
zone	OR/Malheur	42.9756509	-117.0648312	NA
zone	OR/Morrow	45.360901	-119.6052459	NA
zone	OR/Umatilla	45.9173549	-119.3425179	NA
zone	PA/Bucks	40.3451668	-75.1263909	NA
zone	PA/Philadelphia	39.9527237	-75.1635262	NA
zone	PA/Unknown	40.9699889	-77.7278831	NA
zone	SD/Bennett	43.1854085	-101.655263	NA
zone	SD/Day	45.3658879	-97.6152661	NA
zone	SD/Pennington	43.9955746	-102.7854668	NA
zone	SD/Stanley	44.4189684	-100.802728	NA
zone	SD/Unknown	44.6471761	-100.348761	NA
zone	SD/Yankton	42.8712938	-97.3967011	NA
zone	TN/Unknown	35.7730076	-86.2820081	NA
zone	TX/Collin	33.1609629	-96.6060984	NA
zone	TX/Colllin	33.1609629	-96.6060984	NA
zone	TX/Concho	31.3102947	-99.8507578	NA
zone	TX/Dallas	32.7762719	-96.7968559	NA
zone	TX/Denton	33.1838787	-97.1413417	NA
zone	TX/El_Paso	31.8160381	-99.5120986	NA
zone	TX/Ellis	32.3347829	-96.7920233	NA
zone	TX/Fort_Bend	31.8160381	-99.5120986	NA
zone	TX/Hall	34.5036637	-100.6536777	NA
zone	TX/Harris	29.8119769	-95.3741247	NA
zone	TX/Jefferson	29.834772	-94.1704496	NA
zone	TX/Montgomery	30.301949	-95.5065944	NA
zone	TX/Montogmery	31.8160381	-99.5120985	NA
zone	TX/Potter	35.3683354	-101.8776577	NA
zone	TX/Tarrant	32.7513658	-97.335696	NA
zone	TX/Travis	30.2878569	-97.7561392	NA
zone	TX/Unknown	31.8160381	-99.5120986	NA
zone	TX/Williamson	30.6580927	-97.6041649	NA
zone	US-VI/Unknown	18.4024395	-64.5661642	NA
zone	UT/Sanpete	39.3606305	-111.5767825	NA
zone	UT/Unknown	39.4225192	-111.7143584	NA
zone	UT/Weber	41.2728039	-111.8860648	NA
zone	VA	37.1232245	-78.4927721	NA
zone	VGB/Unknown	18.4024395	-64.5661642	NA
zone	WA	47.2868352	-120.2126139	NA
zone	WI	44.4308975	-89.6884637	NA
zone	WY/Unknown	43.1700264	-107.5685348	NA
