strain	CO	CO_confidence	CO_entropy	country	country_confidence	country_entropy	division	division_confidence	division_entropy	state	state_confidence	state_entropy	trap	trap_confidence	trap_entropy	zone	zone_confidence	zone_entropy	is_terminal	build
CSU11265/2017/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 0.9999999999999999}	-9.99866855976916e-13	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-004	{'FC-004': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU11327/2017/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-036	{'FC-036': 1.0}	-1.000088900581841e-12	CO/FC/NW	{'CO/FC/NW': 1.0}	-1.000088900581841e-12	True	wnv
CSU11355/2017/USA/CO/BE/BE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/BE	{'CO/BE': 1.0}	-1.000088900581841e-12	CO	{'CO': 0.9999999999999999}	-9.99866855976916e-13	LC-049	{'LC-049': 1.0}	-1.000088900581841e-12	CO/BE/BE	{'CO/BE/BE': 1.0}	-1.000088900581841e-12	True	wnv
CSU11358/2017/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-088GR	{'FC-088GR': 0.9999999999999999}	-9.99866855976916e-13	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU11359/2017/USA/CO/BE/BE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/BE	{'CO/BE': 1.0}	-1.000088900581841e-12	CO	{'CO': 0.9999999999999999}	-9.99866855976916e-13	LC-054	{'LC-054': 1.0}	-1.000088900581841e-12	CO/BE/BE	{'CO/BE/BE': 1.0}	-1.000088900581841e-12	True	wnv
CSU11361/2017/USA/CO/BE/BE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/BE	{'CO/BE': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	LC-053	{'LC-053': 1.0}	-1.000088900581841e-12	CO/BE/BE	{'CO/BE/BE': 1.0}	-1.000088900581841e-12	True	wnv
CSU11373/2017/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-050	{'FC-050': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU11443/2017/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-075GR	{'FC-075GR': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU11511/2017/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-088GR	{'FC-088GR': 0.9999999999999999}	-9.99866855976916e-13	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU11990/2018/USA/CO/BE/BE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/BE	{'CO/BE': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	LC-054	{'LC-054': 1.0}	-1.000088900581841e-12	CO/BE/BE	{'CO/BE/BE': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
CSU12001/2018/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-089GR	{'FC-089GR': 1.0}	-1.000088900581841e-12	CO/FC/SW	{'CO/FC/SW': 1.0}	-1.000088900581841e-12	True	wnv
CSU12036/2018/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/LV	{'CO/LV': 1.0}	-1.000088900581841e-12	CO	{'CO': 0.9999999999999999}	-9.99866855976916e-13	LV-110	{'LV-110': 1.0}	-1.000088900581841e-12	CO/LV/LV	{'CO/LV/LV': 1.0}	-1.000088900581841e-12	True	wnv
CSU12092/2018/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 0.9999999999999999}	-9.99866855976916e-13	FC-093	{'FC-093': 1.0}	-1.000088900581841e-12	CO/FC/SW	{'CO/FC/SW': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
CSU12093/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-029GR	{'FC-029GR': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12107/2018/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/LV	{'CO/LV': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	LV-095	{'LV-095': 1.0}	-1.000088900581841e-12	CO/LV/LV	{'CO/LV/LV': 1.0}	-1.000088900581841e-12	True	wnv
CSU12147/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-050	{'FC-050': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12168/2018/USA/CO/BE/BE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/BE	{'CO/BE': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	LC-054	{'LC-054': 1.0}	-1.000088900581841e-12	CO/BE/BE	{'CO/BE/BE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12173/2018/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-063GR	{'FC-063GR': 0.9999999999999999}	-9.99866855976916e-13	CO/FC/NW	{'CO/FC/NW': 1.0}	-1.000088900581841e-12	True	wnv
CSU12174/2018/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-063GR	{'FC-063GR': 1.0}	-1.000088900581841e-12	CO/FC/NW	{'CO/FC/NW': 1.0}	-1.000088900581841e-12	True	wnv
CSU12175/2018/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 0.9999999999999999}	-9.99866855976916e-13	FC-063GR	{'FC-063GR': 1.0}	-1.000088900581841e-12	CO/FC/NW	{'CO/FC/NW': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
CSU12330/2018/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/LV	{'CO/LV': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	LV-095	{'LV-095': 1.0}	-1.000088900581841e-12	CO/LV/LV	{'CO/LV/LV': 1.0}	-1.000088900581841e-12	True	wnv
CSU12338/2018/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 0.9999999999999999}	-9.99866855976916e-13	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-092GR	{'FC-092GR': 1.0}	-1.000088900581841e-12	CO/FC/NE	{'CO/FC/NE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12371/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	CO/FC	{'CO/FC': 0.9999999999999999}	-9.99866855976916e-13	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-088GR	{'FC-088GR': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12401/2018/USA/CO/BE/BE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/BE	{'CO/BE': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	LC-001	{'LC-001': 1.0}	-1.000088900581841e-12	CO/BE/BE	{'CO/BE/BE': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
CSU12413/2018/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 0.9999999999999999}	-9.99866855976916e-13	FC-063GR	{'FC-063GR': 1.0}	-1.000088900581841e-12	CO/FC/NW	{'CO/FC/NW': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
CSU12416/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 0.9999999999999999}	-9.99866855976916e-13	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-075GR	{'FC-075GR': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
CSU12417/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 0.9999999999999999}	-9.99866855976916e-13	FC-075GR	{'FC-075GR': 0.9999999999999999}	-9.99866855976916e-13	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12418/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-075GR	{'FC-075GR': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12419/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 0.9999999999999999}	-9.99866855976916e-13	FC-075GR	{'FC-075GR': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12427/2018/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 0.9999999999999999}	-9.99866855976916e-13	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-011	{'FC-011': 0.9999999999999999}	-9.99866855976916e-13	CO/FC/NW	{'CO/FC/NW': 1.0}	-1.000088900581841e-12	True	wnv
CSU12439/2018/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-089GR	{'FC-089GR': 0.9999999999999999}	-9.99866855976916e-13	CO/FC/SW	{'CO/FC/SW': 1.0}	-1.000088900581841e-12	True	wnv
CSU12445/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 0.9999999999999999}	-9.99866855976916e-13	FC-029GR	{'FC-029GR': 0.9999999999999999}	-9.99866855976916e-13	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12450/2018/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/LV	{'CO/LV': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	LV-069	{'LV-069': 0.9999999999999999}	-9.99866855976916e-13	CO/LV/LV	{'CO/LV/LV': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
CSU12459/2018/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	CO/FC	{'CO/FC': 0.9999999999999999}	-9.99866855976916e-13	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-040	{'FC-040': 1.0}	-1.000088900581841e-12	CO/FC/NE	{'CO/FC/NE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12460/2018/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-066	{'FC-066': 0.9999999999999999}	-9.99866855976916e-13	CO/FC/NE	{'CO/FC/NE': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
CSU12466/2018/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-040GR	{'FC-040GR': 1.0}	-1.000088900581841e-12	CO/FC/NE	{'CO/FC/NE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12493/2018/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-067	{'FC-067': 1.0}	-1.000088900581841e-12	CO/FC/NE	{'CO/FC/NE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12497/2018/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-067	{'FC-067': 1.0}	-1.000088900581841e-12	CO/FC/NE	{'CO/FC/NE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12506/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	CO/FC	{'CO/FC': 0.9999999999999999}	-9.99866855976916e-13	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-046	{'FC-046': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12509/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 0.9999999999999999}	-9.99866855976916e-13	FC-039	{'FC-039': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
CSU12512/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-004	{'FC-004': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12519/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-075GR	{'FC-075GR': 0.9999999999999999}	-9.99866855976916e-13	CO/FC/SE	{'CO/FC/SE': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
CSU12528/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-088GR	{'FC-088GR': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12529/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-088GR	{'FC-088GR': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12530/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-088GR	{'FC-088GR': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12531/2018/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/LV	{'CO/LV': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	LV-020	{'LV-020': 1.0}	-1.000088900581841e-12	CO/LV/LV	{'CO/LV/LV': 1.0}	-1.000088900581841e-12	True	wnv
CSU12532/2018/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	CO/FC	{'CO/FC': 0.9999999999999999}	-9.99866855976916e-13	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-090GR	{'FC-090GR': 1.0}	-1.000088900581841e-12	CO/FC/NW	{'CO/FC/NW': 1.0}	-1.000088900581841e-12	True	wnv
CSU12543/2018/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-049	{'FC-049': 1.0}	-1.000088900581841e-12	CO/FC/SW	{'CO/FC/SW': 1.0}	-1.000088900581841e-12	True	wnv
CSU12554/2018/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-041	{'FC-041': 1.0}	-1.000088900581841e-12	CO/FC/NW	{'CO/FC/NW': 1.0}	-1.000088900581841e-12	True	wnv
CSU12563/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-029GR	{'FC-029GR': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 0.9999999999999999}	-9.99866855976916e-13	True	wnv
CSU12565/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-029GR	{'FC-029GR': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12567/2018/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 0.9999999999999999}	-9.99866855976916e-13	FC-093	{'FC-093': 1.0}	-1.000088900581841e-12	CO/FC/SW	{'CO/FC/SW': 1.0}	-1.000088900581841e-12	True	wnv
CSU12573/2018/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-037	{'FC-037': 0.9999999999999999}	-9.99866855976916e-13	CO/FC/SW	{'CO/FC/SW': 1.0}	-1.000088900581841e-12	True	wnv
CSU12575/2018/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-037	{'FC-037': 0.9999999999999999}	-9.99866855976916e-13	CO/FC/SW	{'CO/FC/SW': 1.0}	-1.000088900581841e-12	True	wnv
CSU12580/2018/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 0.9999999999999999}	-9.99866855976916e-13	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-066GR	{'FC-066GR': 1.0}	-1.000088900581841e-12	CO/FC/NE	{'CO/FC/NE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12581/2018/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 0.9999999999999999}	-9.99866855976916e-13	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-091GR	{'FC-091GR': 1.0}	-1.000088900581841e-12	CO/FC/NE	{'CO/FC/NE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12589/2018/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-036	{'FC-036': 1.0}	-1.000088900581841e-12	CO/FC/NW	{'CO/FC/NW': 1.0}	-1.000088900581841e-12	True	wnv
CSU12599/2018/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-069	{'FC-069': 1.0}	-1.000088900581841e-12	CO/FC/NE	{'CO/FC/NE': 1.0}	-1.000088900581841e-12	True	wnv
CSU12614/2018/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex	FoCo	{'FoCo': 1.0}	-1.000088900581841e-12	USA	{'USA': 1.0}	-1.000088900581841e-12	CO/FC	{'CO/FC': 1.0}	-1.000088900581841e-12	CO	{'CO': 1.0}	-1.000088900581841e-12	FC-046	{'FC-046': 1.0}	-1.000088900581841e-12	CO/FC/SE	{'CO/FC/SE': 1.0}	-1.000088900581841e-12	True	wnv
