"strain","accession","date","year","country","state","CO","division","zone","trap","lineage","sublineage","host"
"CSU4091/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4091",2013-07-02,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-039","unknown","unknown","Mosquito-Culex"
"CSU4193/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4193",2013-07-09,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-004","unknown","unknown","Mosquito-Culex"
"CSU4209/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU4209",2013-07-09,2013,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-066","unknown","unknown","Mosquito-Culex"
"CSU4234/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4234",2013-07-09,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-027","unknown","unknown","Mosquito-Culex"
"CSU4237/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4237",2013-07-09,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-039","unknown","unknown","Mosquito-Culex"
"CSU4243/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4243",2013-07-09,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-089","unknown","unknown","Mosquito-Culex"
"CSU4247/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4247",2013-07-09,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-031","unknown","unknown","Mosquito-Culex"
"CSU4253/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4253",2013-07-09,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-046","unknown","unknown","Mosquito-Culex"
"CSU4285/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU4285",2013-07-11,2013,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-001","unknown","unknown","Mosquito-Culex"
"CSU4289/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4289",2013-07-11,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-102","unknown","unknown","Mosquito-Culex"
"CSU4336/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4336",2013-07-15,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-117","unknown","unknown","Mosquito-Culex"
"CSU4352/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4352",2013-07-15,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-095","unknown","unknown","Mosquito-Culex"
"CSU4365/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4365",2013-07-16,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-118","unknown","unknown","Mosquito-Culex"
"CSU4372/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4372",2013-07-16,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-053","unknown","unknown","Mosquito-Culex"
"CSU4377/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4377",2013-07-16,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-075","unknown","unknown","Mosquito-Culex"
"CSU4384/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4384",2013-07-16,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-075GR","unknown","unknown","Mosquito-Culex"
"CSU4385/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4385",2013-07-16,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-075GR","unknown","unknown","Mosquito-Culex"
"CSU4391/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4391",2013-07-16,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-074","unknown","unknown","Mosquito-Culex"
"CSU4395/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4395",2013-07-16,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-039","unknown","unknown","Mosquito-Culex"
"CSU4396/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4396",2013-07-16,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-039","unknown","unknown","Mosquito-Culex"
"CSU4413/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4413",2013-07-16,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-064","unknown","unknown","Mosquito-Culex"
"CSU4434/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4434",2013-07-16,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-089","unknown","unknown","Mosquito-Culex"
"CSU4437/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4437",2013-07-16,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-089","unknown","unknown","Mosquito-Culex"
"CSU4439/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4439",2013-07-16,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-047","unknown","unknown","Mosquito-Culex"
"CSU4441/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4441",2013-07-16,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-059","unknown","unknown","Mosquito-Culex"
"CSU4450/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4450",2013-07-16,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-031","unknown","unknown","Mosquito-Culex"
"CSU4455/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4455",2013-07-17,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-019","unknown","unknown","Mosquito-Culex"
"CSU4456/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4456",2013-07-17,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-019","unknown","unknown","Mosquito-Culex"
"CSU4470/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4470",2013-07-17,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-021 LV-042","unknown","unknown","Mosquito-Culex"
"CSU4473/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU4473",2013-07-17,2013,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-041","unknown","unknown","Mosquito-Culex"
"CSU4474/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU4474",2013-07-17,2013,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-041","unknown","unknown","Mosquito-Culex"
"CSU4485/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4485",2013-07-18,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-102","unknown","unknown","Mosquito-Culex"
"CSU4488/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4488",2013-07-18,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-FLOAT","unknown","unknown","Mosquito-Culex"
"CSU4491/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4491",2013-07-18,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-122","unknown","unknown","Mosquito-Culex"
"CSU4496/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4496",2013-07-18,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-098","unknown","unknown","Mosquito-Culex"
"CSU4498/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4498",2013-07-18,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-105","unknown","unknown","Mosquito-Culex"
"CSU4501/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4501",2013-07-18,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-054","unknown","unknown","Mosquito-Culex"
"CSU4507/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU4507",2013-07-18,2013,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-068","unknown","unknown","Mosquito-Culex"
"CSU4509/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU4509",2013-07-18,2013,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-057","unknown","unknown","Mosquito-Culex"
"CSU4515/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU4515",2013-07-18,2013,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-089GR","unknown","unknown","Mosquito-Culex"
"CSU4522/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4522",2013-07-18,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-029","unknown","unknown","Mosquito-Culex"
"CSU4523/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4523",2013-07-18,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-029","unknown","unknown","Mosquito-Culex"
"CSU4535/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU4535",2013-07-22,2013,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-072","unknown","unknown","Mosquito-Culex"
"CSU4543/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU4543",2013-07-22,2013,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-038","unknown","unknown","Mosquito-Culex"
"CSU4556/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4556",2013-07-22,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-089","unknown","unknown","Mosquito-Culex"
"CSU4563/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4563",2013-07-22,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-088","unknown","unknown","Mosquito-Culex"
"CSU4566/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4566",2013-07-22,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-069","unknown","unknown","Mosquito-Culex"
"CSU4588/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4588",2013-07-22,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-095","unknown","unknown","Mosquito-Culex"
"CSU4589/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4589",2013-07-22,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-095","unknown","unknown","Mosquito-Culex"
"CSU4592/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU4592",2013-07-22,2013,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-036","unknown","unknown","Mosquito-Culex"
"CSU4593/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU4593",2013-07-22,2013,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-036","unknown","unknown","Mosquito-Culex"
"CSU4598/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4598",2013-07-23,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-047","unknown","unknown","Mosquito-Culex"
"CSU4601/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4601",2013-07-23,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-031","unknown","unknown","Mosquito-Culex"
"CSU4607/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4607",2013-07-23,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-046","unknown","unknown","Mosquito-Culex"
"CSU4626/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4626",2013-07-23,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-039","unknown","unknown","Mosquito-Culex"
"CSU4629/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4629",2013-07-23,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-064","unknown","unknown","Mosquito-Culex"
"CSU4632/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4632",2013-07-23,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-059","unknown","unknown","Mosquito-Culex"
"CSU4639/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4639",2013-07-23,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-027","unknown","unknown","Mosquito-Culex"
"CSU4641/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4641",2013-07-23,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-027","unknown","unknown","Mosquito-Culex"
"CSU4642/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4642",2013-07-23,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-074","unknown","unknown","Mosquito-Culex"
"CSU4643/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4643",2013-07-23,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-023","unknown","unknown","Mosquito-Culex"
"CSU4664/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4664",2013-07-24,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-104","unknown","unknown","Mosquito-Culex"
"CSU4684/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU4684",2013-07-25,2013,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-093","unknown","unknown","Mosquito-Culex"
"CSU4690/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4690",2013-07-25,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-020","unknown","unknown","Mosquito-Culex"
"CSU4693/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4693",2013-07-25,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-029","unknown","unknown","Mosquito-Culex"
"CSU4700/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU4700",2013-07-25,2013,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-068","unknown","unknown","Mosquito-Culex"
"CSU4701/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU4701",2013-07-25,2013,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-068","unknown","unknown","Mosquito-Culex"
"CSU4702/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU4702",2013-07-25,2013,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-037","unknown","unknown","Mosquito-Culex"
"CSU4703/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU4703",2013-07-25,2013,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-037","unknown","unknown","Mosquito-Culex"
"CSU4713/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4713",2013-07-25,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-053","unknown","unknown","Mosquito-Culex"
"CSU4714/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4714",2013-07-25,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-053","unknown","unknown","Mosquito-Culex"
"CSU4746/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4746",2013-07-29,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-095","unknown","unknown","Mosquito-Culex"
"CSU4756/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4756",2013-07-30,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-110","unknown","unknown","Mosquito-Culex"
"CSU4763/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4763",2013-07-30,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-089","unknown","unknown","Mosquito-Culex"
"CSU4768/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4768",2013-07-30,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-101","unknown","unknown","Mosquito-Culex"
"CSU4769/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4769",2013-07-30,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-101","unknown","unknown","Mosquito-Culex"
"CSU4776/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU4776",2013-07-30,2013,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-014","unknown","unknown","Mosquito-Culex"
"CSU4788/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4788",2013-07-30,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-064","unknown","unknown","Mosquito-Culex"
"CSU4808/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4808",2013-07-30,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-031","unknown","unknown","Mosquito-Culex"
"CSU4812/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4812",2013-07-30,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"CSU4813/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4813",2013-07-30,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"CSU4842/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4842",2013-07-31,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-087","unknown","unknown","Mosquito-Culex"
"CSU4847/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4847",2013-08-01,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-029","unknown","unknown","Mosquito-Culex"
"CSU4854/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU4854",2013-08-01,2013,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-089GR","unknown","unknown","Mosquito-Culex"
"CSU4857/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4857",2013-08-01,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-029GR","unknown","unknown","Mosquito-Culex"
"CSU4858/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU4858",2013-08-01,2013,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-057","unknown","unknown","Mosquito-Culex"
"CSU4860/2013/USA/CO/FC/SW/unknown/unknown/Mosquito-Culex","CSU4860",2013-08-01,2013,"USA","CO","FoCo","CO/FC","CO/FC/SW","FC-037","unknown","unknown","Mosquito-Culex"
"CSU4862/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4862",2013-08-01,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-054","unknown","unknown","Mosquito-Culex"
"CSU4870/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU4870",2013-08-05,2013,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-006","unknown","unknown","Mosquito-Culex"
"CSU4875/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU4875",2013-08-05,2013,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-019","unknown","unknown","Mosquito-Culex"
"CSU4899/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU4899",2013-08-05,2013,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-040","unknown","unknown","Mosquito-Culex"
"CSU4908/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4908",2013-08-06,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-104","unknown","unknown","Mosquito-Culex"
"CSU4911/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4911",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-039","unknown","unknown","Mosquito-Culex"
"CSU4912/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4912",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-039","unknown","unknown","Mosquito-Culex"
"CSU4916/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4916",2013-08-06,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-089","unknown","unknown","Mosquito-Culex"
"CSU4919/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4919",2013-08-06,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-089","unknown","unknown","Mosquito-Culex"
"CSU4924/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4924",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-075","unknown","unknown","Mosquito-Culex"
"CSU4931/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4931",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-075GR","unknown","unknown","Mosquito-Culex"
"CSU4932/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4932",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-075GR","unknown","unknown","Mosquito-Culex"
"CSU4934/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4934",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-074","unknown","unknown","Mosquito-Culex"
"CSU4936/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4936",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"CSU4937/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4937",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-088GR","unknown","unknown","Mosquito-Culex"
"CSU4940/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4940",2013-08-06,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-101","unknown","unknown","Mosquito-Culex"
"CSU4946/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4946",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-053","unknown","unknown","Mosquito-Culex"
"CSU4947/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4947",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-053","unknown","unknown","Mosquito-Culex"
"CSU4950/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4950",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-053","unknown","unknown","Mosquito-Culex"
"CSU4955/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4955",2013-08-06,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-118","unknown","unknown","Mosquito-Culex"
"CSU4956/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4956",2013-08-06,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-118","unknown","unknown","Mosquito-Culex"
"CSU4960/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4960",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-023","unknown","unknown","Mosquito-Culex"
"CSU4964/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4964",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-059","unknown","unknown","Mosquito-Culex"
"CSU4965/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4965",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-059","unknown","unknown","Mosquito-Culex"
"CSU4967/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4967",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-059","unknown","unknown","Mosquito-Culex"
"CSU4974/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4974",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-046","unknown","unknown","Mosquito-Culex"
"CSU4975/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU4975",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-066","unknown","unknown","Mosquito-Culex"
"CSU4978/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU4978",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-066","unknown","unknown","Mosquito-Culex"
"CSU4979/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4979",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-031","unknown","unknown","Mosquito-Culex"
"CSU4981/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4981",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-031","unknown","unknown","Mosquito-Culex"
"CSU4983/2013/USA/CO/FC/NE/unknown/unknown/Mosquito-Culex","CSU4983",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/NE","FC-014","unknown","unknown","Mosquito-Culex"
"CSU4987/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4987",2013-08-06,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-095","unknown","unknown","Mosquito-Culex"
"CSU4989/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4989",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-004","unknown","unknown","Mosquito-Culex"
"CSU4991/2013/USA/CO/FC/SE/unknown/unknown/Mosquito-Culex","CSU4991",2013-08-06,2013,"USA","CO","FoCo","CO/FC","CO/FC/SE","FC-004","unknown","unknown","Mosquito-Culex"
"CSU4993/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4993",2013-08-07,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-019","unknown","unknown","Mosquito-Culex"
"CSU4994/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4994",2013-08-07,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-114","unknown","unknown","Mosquito-Culex"
"CSU4999/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU4999",2013-08-07,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-021 LV-042","unknown","unknown","Mosquito-Culex"
"CSU5001/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU5001",2013-08-07,2013,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-011","unknown","unknown","Mosquito-Culex"
"CSU5003/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU5003",2013-08-07,2013,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-061","unknown","unknown","Mosquito-Culex"
"CSU5004/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU5004",2013-08-07,2013,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-063GR","unknown","unknown","Mosquito-Culex"
"CSU5005/2013/USA/CO/FC/NW/unknown/unknown/Mosquito-Culex","CSU5005",2013-08-07,2013,"USA","CO","FoCo","CO/FC","CO/FC/NW","FC-041","unknown","unknown","Mosquito-Culex"
"CSU5024/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU5024",2013-08-08,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-105","unknown","unknown","Mosquito-Culex"
"CSU5028/2013/USA/CO/LV/LV/unknown/unknown/Mosquito-Culex","CSU5028",2013-08-08,2013,"USA","CO","FoCo","CO/LV","CO/LV/LV","LV-097","unknown","unknown","Mosquito-Culex"
